                                                                     
                                                                     
                                                                     
                                             
Angles in degrees, polarised cross sections in microbarns/sterad
Coefficients A_F, B_F, C_F, D_F for sigmaF = rho*sintheta*[A_F + B_F*x + C_F*(3x^2-1)/2 + D_F*(5x^3-3x)/2] with x = costheta and rho = q/k

------------------------------------------------------------------------------

Channel 256: 144.184 +- 0.722 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
 55.0   5.0         -14.208610         0.885553
 65.0   5.0         -10.433823         0.812400
 75.0   5.0          -9.861079         0.789132
 85.0   5.0          -4.979349         0.758404
 95.0   5.0          -2.302861         0.742416
105.0   5.0           2.166725         0.750182
115.0   5.0           4.012735         0.768859
125.0   5.0           6.449048         0.791896
135.0   5.0           7.699881         0.861963
145.0   5.0           7.748284         0.941234
155.0   5.0           5.965126         1.075785
165.0   5.0           4.107005         1.497083
175.0   5.0          -0.855974         3.644697

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.927764     0.365131   -22.222266     0.690514     0.840884     0.966237     0.000000     0.000000

chi^2/ndf =  15.683/15 =   1.046

------------------------------------------------------------------------------

Channel  37: 388.594 +- 0.437 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -0.293953         1.596515
 15.0   5.0          -0.793230         1.441650
 25.0   5.0          -5.550026         1.463755
 35.0   5.0          -8.448764         1.205308
 45.0   5.0         -12.407487         0.958626
 55.0   5.0         -13.323256         0.863037
 65.0   5.0         -10.426269         0.803272
 75.0   5.0          -9.423779         0.761354
 85.0   5.0          -5.433400         0.744123
 95.0   5.0          -2.278341         0.731837
105.0   5.0           2.646632         0.735938
115.0   5.0           5.189583         0.744032
125.0   5.0           5.883712         0.773133
135.0   5.0           8.412887         0.824713
145.0   5.0           6.456835         0.913028
155.0   5.0           3.948251         1.064270
165.0   5.0           4.372234         1.588695
175.0   5.0           2.076231         4.227973

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.504798     0.356243   -21.171638     0.673213     1.274780     0.945155     0.000000     0.000000

chi^2/ndf =  37.392/15 =   2.493

------------------------------------------------------------------------------

Channel  36: 389.412 +- 0.433 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -0.763557         1.374879
 15.0   5.0          -3.515670         1.520801
 25.0   5.0          -6.559459         1.407879
 35.0   5.0         -10.786684         1.225453
 45.0   5.0         -12.593387         0.967563
 55.0   5.0         -11.574826         0.829136
 65.0   5.0         -10.659134         0.785207
 75.0   5.0          -8.567899         0.760267
 85.0   5.0          -5.308594         0.731603
 95.0   5.0          -1.920719         0.728780
105.0   5.0           2.666367         0.731053
115.0   5.0           3.895801         0.736203
125.0   5.0           6.262056         0.763741
135.0   5.0           5.725725         0.799546
145.0   5.0           6.911690         0.914024
155.0   5.0           5.688423         1.098300
165.0   5.0           4.580912         1.651334
175.0   5.0          -4.918039         4.597694

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.843441     0.353094   -20.599128     0.665577    -0.040161     0.942315     0.000000     0.000000

chi^2/ndf =  13.988/15 =   0.933

------------------------------------------------------------------------------

Channel  35: 390.223 +- 0.432 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -0.462673         1.263696
 15.0   5.0          -3.108365         1.500763
 25.0   5.0          -7.859794         1.372146
 35.0   5.0          -8.757594         1.142126
 45.0   5.0         -11.336296         0.913352
 55.0   5.0         -11.653473         0.806314
 65.0   5.0         -11.805932         0.766028
 75.0   5.0          -8.309496         0.738062
 85.0   5.0          -3.627588         0.699038
 95.0   5.0          -1.348449         0.695274
105.0   5.0           2.199555         0.687377
115.0   5.0           4.671963         0.713906
125.0   5.0           4.466236         0.747094
135.0   5.0           6.251840         0.780024
145.0   5.0           6.655979         0.867775
155.0   5.0           4.649940         1.076848
165.0   5.0           0.083785         1.628982
175.0   5.0           2.343705         3.842802

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.840399     0.339880   -19.759714     0.641151    -1.025690     0.902560     0.000000     0.000000

chi^2/ndf =  26.480/15 =   1.765

------------------------------------------------------------------------------

Channel  34: 391.029 +- 0.428 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           2.232258         2.005552
 15.0   5.0          -4.188091         1.837888
 25.0   5.0          -8.724104         1.915714
 35.0   5.0          -7.596072         1.513779
 45.0   5.0         -12.385758         1.226697
 55.0   5.0         -14.576797         1.108133
 65.0   5.0         -12.018809         1.028686
 75.0   5.0          -9.729485         0.970234
 85.0   5.0          -6.031557         0.965278
 95.0   5.0          -0.983207         0.935274
105.0   5.0           1.353688         0.933601
115.0   5.0           3.406298         0.945057
125.0   5.0           7.226428         0.996345
135.0   5.0           7.752752         1.048823
145.0   5.0           6.251553         1.153978
155.0   5.0           4.146823         1.390512
165.0   5.0           3.442596         2.033244
175.0   5.0           9.069067         5.418940

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -4.259738     0.454914   -21.881942     0.859326     0.612966     1.207821     0.000000     0.000000

chi^2/ndf =  25.504/15 =   1.700

------------------------------------------------------------------------------

Channel  33: 391.834 +- 0.422 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -0.244901         1.893461
 15.0   5.0          -2.107032         1.779167
 25.0   5.0          -5.128731         1.765326
 35.0   5.0          -9.512927         1.466600
 45.0   5.0         -12.271274         1.143593
 55.0   5.0         -13.693066         1.047858
 65.0   5.0         -10.487849         0.982049
 75.0   5.0          -7.723360         0.929659
 85.0   5.0          -5.651986         0.909398
 95.0   5.0          -0.038567         0.899187
105.0   5.0           1.603487         0.900357
115.0   5.0           3.773448         0.910580
125.0   5.0           4.872193         0.947053
135.0   5.0           5.961195         0.981392
145.0   5.0           6.608287         1.154216
155.0   5.0           4.731950         1.318563
165.0   5.0           3.009950         1.805186
175.0   5.0          -7.331714         4.431454

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -4.075950     0.432670   -19.885570     0.817288    -0.885734     1.150814     0.000000     0.000000

chi^2/ndf =  23.338/15 =   1.556

------------------------------------------------------------------------------

Channel  32: 392.642 +- 0.415 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -0.925686         1.158305
 15.0   5.0           0.130279         1.485091
 25.0   5.0          -3.186815         1.441060
 35.0   5.0         -10.635302         1.202352
 45.0   5.0         -12.191328         0.952340
 55.0   5.0         -11.252089         0.826469
 65.0   5.0         -10.146149         0.778301
 75.0   5.0          -8.107730         0.750017
 85.0   5.0          -3.574024         0.713462
 95.0   5.0          -1.283780         0.722552
105.0   5.0           1.989658         0.708489
115.0   5.0           4.161284         0.719198
125.0   5.0           4.917236         0.761023
135.0   5.0           6.418995         0.804442
145.0   5.0           6.817591         0.903656
155.0   5.0           4.388525         1.007326
165.0   5.0          -0.102679         1.525662
175.0   5.0          -0.256210         4.464590

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.495517     0.347614   -19.023261     0.656484    -0.515084     0.922547     0.000000     0.000000

chi^2/ndf =  39.382/15 =   2.625

------------------------------------------------------------------------------

Channel  31: 393.446 +- 0.414 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -1.850656         2.199554
 15.0   5.0          -1.717081         2.117927
 25.0   5.0          -2.412864         2.122387
 35.0   5.0         -12.365335         1.782587
 45.0   5.0         -11.413050         1.418293
 55.0   5.0         -11.723307         1.249855
 65.0   5.0         -10.740071         1.172886
 75.0   5.0          -7.577052         1.120504
 85.0   5.0          -3.845403         1.081586
 95.0   5.0          -3.302107         1.073789
105.0   5.0           1.446552         1.077785
115.0   5.0           1.764470         1.087540
125.0   5.0           7.295407         1.123450
135.0   5.0           5.612292         1.212011
145.0   5.0           7.756555         1.382385
155.0   5.0           6.386877         1.601290
165.0   5.0           0.945325         2.131113
175.0   5.0          -1.796157         6.355563

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.580296     0.522345   -19.335370     0.985513     1.377091     1.388083     0.000000     0.000000

chi^2/ndf =  23.621/15 =   1.575

------------------------------------------------------------------------------

Channel  30: 394.268 +- 0.420 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           0.078389         1.613869
 15.0   5.0           0.013731         1.649639
 25.0   5.0          -8.007277         1.806579
 35.0   5.0          -9.897356         1.429323
 45.0   5.0         -12.746241         1.151136
 55.0   5.0         -11.832446         1.016371
 65.0   5.0          -8.967584         0.956709
 75.0   5.0          -8.080073         0.908475
 85.0   5.0          -5.155379         0.885176
 95.0   5.0          -1.308361         0.877444
105.0   5.0           1.258089         0.882289
115.0   5.0           5.069281         0.883452
125.0   5.0           5.016396         0.930762
135.0   5.0           6.570125         0.999692
145.0   5.0           4.347358         1.067759
155.0   5.0           6.523774         1.311412
165.0   5.0           5.553571         1.932261
175.0   5.0          -3.026102         3.979270

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.684124     0.424361   -19.438138     0.801575    -0.293653     1.127094     0.000000     0.000000

chi^2/ndf =  24.774/15 =   1.652

------------------------------------------------------------------------------

Channel  29: 395.101 +- 0.426 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -4.564221         3.152158
 15.0   5.0          -0.982852         1.795126
 25.0   5.0          -7.773296         2.058598
 35.0   5.0          -8.661406         1.604951
 45.0   5.0         -10.751185         1.304180
 55.0   5.0         -11.105221         1.135043
 65.0   5.0         -11.435338         1.089707
 75.0   5.0          -8.784387         1.029927
 85.0   5.0          -3.188139         1.005359
 95.0   5.0          -1.625137         0.998528
105.0   5.0           1.327543         0.976439
115.0   5.0           4.845242         1.018065
125.0   5.0           4.993202         1.026430
135.0   5.0           7.692745         1.130292
145.0   5.0           5.287202         1.209959
155.0   5.0           3.760265         1.451430
165.0   5.0           2.566713         2.103518
175.0   5.0          -0.777740         4.838588

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.544327     0.477856   -19.241392     0.902817    -0.097925     1.270000     0.000000     0.000000

chi^2/ndf =  18.858/15 =   1.257

------------------------------------------------------------------------------

Channel  28: 395.948 +- 0.433 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -1.046227         1.376381
 15.0   5.0          -0.116374         1.413422
 25.0   5.0          -6.122855         1.576652
 35.0   5.0          -9.831604         1.293871
 45.0   5.0         -11.115680         1.046198
 55.0   5.0         -11.405914         0.924592
 65.0   5.0         -11.545954         0.867108
 75.0   5.0          -8.578050         0.825244
 85.0   5.0          -4.686461         0.808511
 95.0   5.0          -0.724084         0.771840
105.0   5.0           1.931940         0.788457
115.0   5.0           3.988150         0.810763
125.0   5.0           6.326522         0.829075
135.0   5.0           7.977694         0.896776
145.0   5.0           8.051357         0.987390
155.0   5.0           4.656491         1.184208
165.0   5.0           0.865957         1.793566
175.0   5.0          -4.372043         3.721956

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.067156     0.383183   -20.428045     0.723928     1.391281     1.014357     0.000000     0.000000

chi^2/ndf =  29.469/15 =   1.965

------------------------------------------------------------------------------

Channel  27: 396.810 +- 0.442 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -1.512553         1.847355
 15.0   5.0          -2.880242         1.389216
 25.0   5.0          -6.761229         1.437739
 35.0   5.0          -8.451263         1.170754
 45.0   5.0          -9.514005         0.939835
 55.0   5.0          -9.979907         0.817999
 65.0   5.0         -10.419430         0.798471
 75.0   5.0          -7.944773         0.752723
 85.0   5.0          -5.473098         0.734508
 95.0   5.0          -1.864507         0.714013
105.0   5.0           1.341365         0.714797
115.0   5.0           4.389948         0.731401
125.0   5.0           6.527505         0.772549
135.0   5.0           5.152275         0.782726
145.0   5.0           7.302254         0.906292
155.0   5.0           4.625929         1.052146
165.0   5.0           2.425757         1.625335
175.0   5.0           2.896488         4.398916

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.047931     0.346724   -18.407160     0.654961     1.742729     0.921483     0.000000     0.000000

chi^2/ndf =  14.436/15 =   0.962

------------------------------------------------------------------------------

Channel  26: 397.687 +- 0.449 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -5.332562         7.971989
 15.0   5.0          -3.880001         6.284493
 25.0   5.0         -19.633249         6.114492
 35.0   5.0         -28.864708         5.309693
 45.0   5.0         -46.345547         4.260757
 55.0   5.0         -47.160175         3.733826
 65.0   5.0         -40.788715         3.526449
 75.0   5.0         -33.532063         3.379043
 85.0   5.0         -19.676037         3.298952
 95.0   5.0          -4.160615         3.236891
105.0   5.0           3.752552         3.212578
115.0   5.0          18.107382         3.333027
125.0   5.0          16.497684         3.372301
135.0   5.0          19.972591         3.618990
145.0   5.0          27.664501         4.096530
155.0   5.0          15.560250         4.932051
165.0   5.0          18.444466         6.928219
175.0   5.0           6.036533        14.956646

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
-14.538492     1.563344   -72.870826     2.950057     2.520470     4.160271     0.000000     0.000000

chi^2/ndf =  25.896/15 =   1.726

------------------------------------------------------------------------------

Channel  25: 398.580 +- 0.456 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -3.320404         2.427966
 15.0   5.0          -0.757960         1.621406
 25.0   5.0          -5.256431         1.723980
 35.0   5.0          -6.006302         1.375717
 45.0   5.0         -11.933691         1.147400
 55.0   5.0         -13.553359         1.011660
 65.0   5.0         -12.868311         0.947141
 75.0   5.0          -7.154278         0.914439
 85.0   5.0          -5.624997         0.884045
 95.0   5.0          -1.502038         0.867000
105.0   5.0           1.952495         0.873065
115.0   5.0           2.915339         0.892192
125.0   5.0           3.758580         0.911566
135.0   5.0           6.695158         0.965154
145.0   5.0           4.770253         1.036528
155.0   5.0           1.750657         1.230630
165.0   5.0           5.851700         1.750592
175.0   5.0          -5.753369         5.457108

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -4.431552     0.415276   -18.609791     0.787370    -0.378249     1.099301     0.000000     0.000000

chi^2/ndf =  53.144/15 =   3.543

------------------------------------------------------------------------------

Channel  24: 399.486 +- 0.463 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -3.107299         1.594972
 15.0   5.0          -1.506483         1.416350
 25.0   5.0          -5.077640         1.388832
 35.0   5.0          -8.182826         1.127516
 45.0   5.0         -11.783781         0.932027
 55.0   5.0         -10.685677         0.788851
 65.0   5.0         -10.548631         0.773054
 75.0   5.0          -7.674611         0.733840
 85.0   5.0          -3.889461         0.705305
 95.0   5.0          -0.338223         0.706996
105.0   5.0           1.244146         0.692725
115.0   5.0           4.489881         0.716189
125.0   5.0           3.852863         0.722661
135.0   5.0           5.458174         0.785552
145.0   5.0           5.592483         0.894621
155.0   5.0           3.336313         1.048237
165.0   5.0           1.005992         1.442756
175.0   5.0           2.292179         3.198487

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.769749     0.337814   -17.782190     0.637004    -1.428087     0.900511     0.000000     0.000000

chi^2/ndf =  30.459/15 =   2.031

------------------------------------------------------------------------------

Channel  23: 400.405 +- 0.468 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -0.044658         0.969121
 15.0   5.0          -0.525490         1.336364
 25.0   5.0          -4.883680         1.316855
 35.0   5.0         -10.043168         1.096824
 45.0   5.0         -10.411465         0.881547
 55.0   5.0         -11.214953         0.780676
 65.0   5.0          -8.774139         0.738480
 75.0   5.0          -8.315588         0.708156
 85.0   5.0          -4.392000         0.682561
 95.0   5.0          -0.928029         0.663520
105.0   5.0           0.024787         0.672788
115.0   5.0           3.041666         0.689033
125.0   5.0           4.924117         0.707133
135.0   5.0           5.018509         0.756197
145.0   5.0           5.427499         0.857591
155.0   5.0           3.806373         0.996010
165.0   5.0           0.019005         1.440642
175.0   5.0          -1.720009         3.128561

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.785173     0.324955   -16.947593     0.613877    -0.170325     0.861540     0.000000     0.000000

chi^2/ndf =  31.764/15 =   2.118

------------------------------------------------------------------------------

Channel  20: 403.205 +- 0.476 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           0.166429         1.516091
 15.0   5.0          -1.589663         1.301238
 25.0   5.0          -6.230163         1.466781
 35.0   5.0          -8.301790         1.172175
 45.0   5.0         -10.541615         0.942086
 55.0   5.0         -12.301707         0.840735
 65.0   5.0         -10.348350         0.793030
 75.0   5.0          -7.988849         0.763947
 85.0   5.0          -4.430577         0.718896
 95.0   5.0          -1.271035         0.717564
105.0   5.0           1.344750         0.707242
115.0   5.0           4.397416         0.734426
125.0   5.0           5.394194         0.755426
135.0   5.0           5.150346         0.803049
145.0   5.0           5.306474         0.883365
155.0   5.0           2.662481         1.052414
165.0   5.0           3.469696         1.591417
175.0   5.0           2.380298         3.753679

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.797376     0.346109   -18.238376     0.654518    -0.686419     0.915747     0.000000     0.000000

chi^2/ndf =  26.855/15 =   1.790

------------------------------------------------------------------------------

Channel  19: 404.144 +- 0.475 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           0.810776         1.882808
 15.0   5.0           0.682692         1.143680
 25.0   5.0          -5.604725         1.364438
 35.0   5.0          -8.242714         1.078569
 45.0   5.0         -10.308426         0.877713
 55.0   5.0         -10.502686         0.774789
 65.0   5.0         -10.103388         0.745913
 75.0   5.0          -7.620171         0.702920
 85.0   5.0          -5.470373         0.670528
 95.0   5.0          -2.484182         0.658241
105.0   5.0           0.629418         0.658015
115.0   5.0           2.175223         0.675761
125.0   5.0           4.388862         0.710211
135.0   5.0           6.046579         0.749405
145.0   5.0           5.597951         0.824028
155.0   5.0           2.802051         0.975865
165.0   5.0           4.293626         1.409374
175.0   5.0           0.238450         3.520680

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.624890     0.321029   -16.573080     0.607442     1.859123     0.847291     0.000000     0.000000

chi^2/ndf =  30.976/15 =   2.065

------------------------------------------------------------------------------

Channel  18: 405.077 +- 0.473 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           0.074528         1.519160
 15.0   5.0           0.789397         1.559963
 25.0   5.0          -7.638206         1.680366
 35.0   5.0          -6.163168         1.313297
 45.0   5.0         -11.569947         1.079655
 55.0   5.0         -11.752154         0.972297
 65.0   5.0         -10.562880         0.908298
 75.0   5.0          -6.873668         0.858424
 85.0   5.0          -6.100933         0.833941
 95.0   5.0          -1.393177         0.823801
105.0   5.0           1.527205         0.829054
115.0   5.0           3.685950         0.826431
125.0   5.0           4.470393         0.837087
135.0   5.0           6.064661         0.929348
145.0   5.0           5.571115         1.053434
155.0   5.0           3.934285         1.186928
165.0   5.0           0.628905         1.627150
175.0   5.0           1.307103         4.445382

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.673504     0.395730   -17.777958     0.747450     0.501397     1.050859     0.000000     0.000000

chi^2/ndf =  33.926/15 =   2.262

------------------------------------------------------------------------------

Channel  17: 406.007 +- 0.469 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -0.705056         1.112399
 15.0   5.0          -2.222941         1.150510
 25.0   5.0          -5.451811         1.392178
 35.0   5.0          -9.807099         1.109932
 45.0   5.0          -9.796157         0.876593
 55.0   5.0         -11.054354         0.786042
 65.0   5.0          -8.897367         0.736919
 75.0   5.0          -7.384132         0.698189
 85.0   5.0          -4.102667         0.676020
 95.0   5.0          -0.919500         0.674901
105.0   5.0           0.381953         0.672661
115.0   5.0           3.161057         0.695308
125.0   5.0           4.506976         0.698651
135.0   5.0           5.416624         0.743636
145.0   5.0           7.148164         0.878712
155.0   5.0           4.047536         0.994461
165.0   5.0           0.514598         1.440612
175.0   5.0          -1.411284         3.613596

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.394238     0.324092   -17.075154     0.612035     0.146345     0.860559     0.000000     0.000000

chi^2/ndf =  20.146/15 =   1.343

------------------------------------------------------------------------------

Channel  16: 406.928 +- 0.465 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -1.437092         1.162881
 15.0   5.0          -1.558212         1.288045
 25.0   5.0          -2.097786         1.416975
 35.0   5.0          -9.633946         1.214365
 45.0   5.0          -9.725978         1.000200
 55.0   5.0         -10.432415         0.864470
 65.0   5.0          -8.560607         0.814463
 75.0   5.0          -7.976077         0.783399
 85.0   5.0          -3.564564         0.749262
 95.0   5.0          -1.675536         0.742550
105.0   5.0           1.188727         0.739155
115.0   5.0           3.671771         0.757494
125.0   5.0           3.480049         0.775699
135.0   5.0           6.283135         0.821775
145.0   5.0           5.240673         0.917890
155.0   5.0           3.353015         1.107871
165.0   5.0           3.715765         1.709951
175.0   5.0           1.267201         3.988599

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.160997     0.356313   -16.319240     0.673843     0.577623     0.943565     0.000000     0.000000

chi^2/ndf =  27.900/15 =   1.860

------------------------------------------------------------------------------

Channel  15: 407.838 +- 0.458 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -2.058136         1.685954
 15.0   5.0          -5.442270         1.881689
 25.0   5.0          -3.285228         1.950061
 35.0   5.0          -7.617750         1.697738
 45.0   5.0          -7.913976         1.284037
 55.0   5.0         -11.728503         1.170817
 65.0   5.0         -11.097171         1.092444
 75.0   5.0          -4.702454         1.056386
 85.0   5.0          -3.263837         1.000904
 95.0   5.0          -1.664430         1.003735
105.0   5.0           2.367650         1.028160
115.0   5.0           3.576111         1.033171
125.0   5.0           4.538930         1.026531
135.0   5.0           5.645451         1.102573
145.0   5.0           6.839965         1.292942
155.0   5.0           3.829773         1.486932
165.0   5.0           0.132565         1.953061
175.0   5.0          -5.631127         5.329483

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -2.969050     0.480650   -16.907115     0.908411    -0.455007     1.278335     0.000000     0.000000

chi^2/ndf =  26.263/15 =   1.751

------------------------------------------------------------------------------

Channel  14: 408.733 +- 0.451 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           0.055905         1.405362
 15.0   5.0          -0.281386         1.130924
 25.0   5.0          -3.165917         1.398747
 35.0   5.0          -9.894335         1.167732
 45.0   5.0          -9.201245         0.916192
 55.0   5.0         -11.078965         0.815266
 65.0   5.0         -10.285151         0.773232
 75.0   5.0          -6.532789         0.731461
 85.0   5.0          -3.109801         0.711817
 95.0   5.0          -2.006540         0.689705
105.0   5.0           1.601559         0.704298
115.0   5.0           4.041891         0.708010
125.0   5.0           5.120022         0.747342
135.0   5.0           6.700120         0.790247
145.0   5.0           3.960253         0.859170
155.0   5.0           3.363922         1.066368
165.0   5.0           1.083033         1.497205
175.0   5.0           3.355545         3.751636

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.121529     0.336468   -16.908507     0.636405    -0.115001     0.889841     0.000000     0.000000

chi^2/ndf =  47.166/15 =   3.144

------------------------------------------------------------------------------

Channel  13: 409.613 +- 0.442 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           0.755238         1.943493
 15.0   5.0          -1.474092         1.571713
 25.0   5.0          -2.262091         1.658452
 35.0   5.0         -10.317622         1.404428
 45.0   5.0          -9.936429         1.088494
 55.0   5.0         -11.177231         0.972987
 65.0   5.0          -9.339417         0.920836
 75.0   5.0          -7.352397         0.879272
 85.0   5.0          -3.598402         0.830846
 95.0   5.0          -3.112328         0.835867
105.0   5.0           1.507347         0.821178
115.0   5.0           3.152740         0.831838
125.0   5.0           3.581753         0.893052
135.0   5.0           5.170221         0.915833
145.0   5.0           3.880952         0.998840
155.0   5.0           4.389026         1.191657
165.0   5.0           3.551593         1.725746
175.0   5.0           2.300786         3.429680

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.757465     0.398832   -16.250362     0.755163    -0.116729     1.054209     0.000000     0.000000

chi^2/ndf =  25.061/15 =   1.671

------------------------------------------------------------------------------

Channel  12: 410.475 +- 0.432 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           0.837530         2.991054
 15.0   5.0          -0.787072         2.442254
 25.0   5.0          -6.120515         2.815706
 35.0   5.0          -8.163132         2.184759
 45.0   5.0          -9.216078         1.727814
 55.0   5.0         -10.750471         1.546136
 65.0   5.0         -11.092053         1.451751
 75.0   5.0          -4.787038         1.365159
 85.0   5.0          -4.424386         1.330353
 95.0   5.0          -1.798737         1.312802
105.0   5.0           1.614295         1.319688
115.0   5.0           4.780991         1.340881
125.0   5.0           3.027787         1.388489
135.0   5.0           2.929783         1.457828
145.0   5.0           6.170604         1.631431
155.0   5.0           6.908401         2.085545
165.0   5.0           0.466966         2.750983
175.0   5.0           0.307269         8.228036

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.417175     0.637325   -16.278802     1.202310    -0.537563     1.694005     0.000000     0.000000

chi^2/ndf =  17.507/15 =   1.167

------------------------------------------------------------------------------

Channel  11: 411.317 +- 0.421 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -6.091978         4.767934
 15.0   5.0          -1.372431         2.618950
 25.0   5.0          -4.143360         2.883956
 35.0   5.0          -9.795782         2.287273
 45.0   5.0          -9.226851         1.882195
 55.0   5.0         -10.269252         1.694827
 65.0   5.0          -9.994560         1.557371
 75.0   5.0          -8.354105         1.509914
 85.0   5.0          -4.725161         1.441631
 95.0   5.0          -2.275774         1.412359
105.0   5.0           1.717160         1.435855
115.0   5.0           3.672744         1.421539
125.0   5.0           3.627229         1.508022
135.0   5.0           5.055048         1.583328
145.0   5.0           6.597558         1.830624
155.0   5.0           1.748803         2.175495
165.0   5.0           3.767529         2.930994
175.0   5.0           3.180812         8.769529

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.622796     0.688522   -16.830131     1.299133     0.560859     1.827217     0.000000     0.000000

chi^2/ndf =   8.576/15 =   0.572

------------------------------------------------------------------------------

Channel  10: 412.138 +- 0.410 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           0.335641         3.365096
 15.0   5.0          -0.859384         2.980171
 25.0   5.0          -8.330733         3.123732
 35.0   5.0          -5.931721         2.407778
 45.0   5.0          -9.060181         1.876718
 55.0   5.0          -9.979158         1.740494
 65.0   5.0          -8.757466         1.623924
 75.0   5.0          -6.167383         1.547926
 85.0   5.0          -3.882421         1.527498
 95.0   5.0          -1.500846         1.492304
105.0   5.0           2.748260         1.495579
115.0   5.0           4.479244         1.550488
125.0   5.0           5.801497         1.576976
135.0   5.0           4.718023         1.663241
145.0   5.0           6.505920         1.847052
155.0   5.0           6.099039         2.216979
165.0   5.0          10.435182         3.705714
175.0   5.0          -2.871317         7.113043

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -2.124128     0.715227   -17.117809     1.350398     1.357140     1.906506     0.000000     0.000000

chi^2/ndf =   9.094/15 =   0.606

------------------------------------------------------------------------------

Channel   9: 412.936 +- 0.399 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
